[2019-06-23 17:07:40,065][DEBUG]:  ResNet34 | train set size:286x16 | val set size:158x16 | input size:(64, 64) | class num:62 | lr: 0.010000
[2019-06-23 17:08:07,272][INFO]: ResNet34 | epoch:1/100 | tol_epoch:1 | loss:13.1447 | acc: 48.9% | val_loss:4.9038 | val_acc:79.5238% | lr:0.009986 | time: 27s207ms
[2019-06-23 17:08:32,951][INFO]: ResNet34 | epoch:2/100 | tol_epoch:2 | loss:4.4138 | acc: 79.6% | val_loss:2.8429 | val_acc:87.4206% | lr:0.009952 | time: 25s672ms
[2019-06-23 17:08:57,667][INFO]: ResNet34 | epoch:3/100 | tol_epoch:3 | loss:2.8160 | acc: 86.8% | val_loss:2.1980 | val_acc:90.5556% | lr:0.009904 | time: 24s714ms
[2019-06-23 17:09:22,452][INFO]: ResNet34 | epoch:4/100 | tol_epoch:4 | loss:1.5369 | acc: 92.5% | val_loss:1.6070 | val_acc:93.2540% | lr:0.009843 | time: 24s784ms
[2019-06-23 17:09:47,270][INFO]: ResNet34 | epoch:5/100 | tol_epoch:5 | loss:1.0126 | acc: 94.8% | val_loss:2.7035 | val_acc:90.0794% | lr:0.009769 | time: 24s816ms
[2019-06-23 17:10:12,409][INFO]: ResNet34 | epoch:6/100 | tol_epoch:6 | loss:0.7229 | acc: 96.5% | val_loss:1.9419 | val_acc:92.6984% | lr:0.009681 | time: 24s869ms
[2019-06-23 17:10:37,148][INFO]: ResNet34 | epoch:7/100 | tol_epoch:7 | loss:0.6242 | acc: 96.9% | val_loss:1.5623 | val_acc:94.5635% | lr:0.009581 | time: 24s736ms
[2019-06-23 17:11:01,940][INFO]: ResNet34 | epoch:8/100 | tol_epoch:8 | loss:0.4326 | acc: 98.1% | val_loss:2.3377 | val_acc:91.4286% | lr:0.009469 | time: 24s791ms
[2019-06-23 17:11:26,684][INFO]: ResNet34 | epoch:9/100 | tol_epoch:9 | loss:0.2798 | acc: 98.7% | val_loss:1.6892 | val_acc:95.1587% | lr:0.009344 | time: 24s740ms
[2019-06-23 17:11:51,409][INFO]: ResNet34 | epoch:10/100 | tol_epoch:10 | loss:0.2535 | acc: 98.8% | val_loss:2.0508 | val_acc:93.0159% | lr:0.009207 | time: 24s724ms
[2019-06-23 17:12:16,354][INFO]: ResNet34 | epoch:11/100 | tol_epoch:11 | loss:0.1358 | acc: 99.4% | val_loss:1.6135 | val_acc:94.5238% | lr:0.009059 | time: 24s651ms
[2019-06-23 17:12:41,130][INFO]: ResNet34 | epoch:12/100 | tol_epoch:12 | loss:0.2910 | acc: 98.8% | val_loss:1.8708 | val_acc:93.9286% | lr:0.008899 | time: 24s767ms
[2019-06-23 17:13:06,144][INFO]: ResNet34 | epoch:13/100 | tol_epoch:13 | loss:0.1206 | acc: 99.5% | val_loss:1.7768 | val_acc:93.6508% | lr:0.008729 | time: 25s10ms
[2019-06-23 17:13:31,189][INFO]: ResNet34 | epoch:14/100 | tol_epoch:14 | loss:0.0256 | acc: 99.9% | val_loss:1.5560 | val_acc:95.1190% | lr:0.008549 | time: 25s44ms
[2019-06-23 17:13:56,197][INFO]: ResNet34 | epoch:15/100 | tol_epoch:15 | loss:0.0161 | acc:100.0% | val_loss:1.5504 | val_acc:95.6746% | lr:0.008359 | time: 25s7ms
[2019-06-23 17:14:21,651][INFO]: ResNet34 | epoch:16/100 | tol_epoch:16 | loss:0.0256 | acc: 99.9% | val_loss:1.8063 | val_acc:94.9603% | lr:0.008160 | time: 25s151ms
[2019-06-23 17:14:46,648][INFO]: ResNet34 | epoch:17/100 | tol_epoch:17 | loss:0.0118 | acc:100.0% | val_loss:1.8163 | val_acc:95.0794% | lr:0.007952 | time: 24s996ms
[2019-06-23 17:15:11,703][INFO]: ResNet34 | epoch:18/100 | tol_epoch:18 | loss:0.0355 | acc: 99.9% | val_loss:1.9499 | val_acc:93.5714% | lr:0.007737 | time: 25s54ms
[2019-06-23 17:15:36,636][INFO]: ResNet34 | epoch:19/100 | tol_epoch:19 | loss:0.1246 | acc: 99.5% | val_loss:1.4495 | val_acc:95.4365% | lr:0.007513 | time: 24s932ms
[2019-06-23 17:16:01,585][INFO]: ResNet34 | epoch:20/100 | tol_epoch:20 | loss:0.0235 | acc: 99.9% | val_loss:1.4326 | val_acc:95.5556% | lr:0.007283 | time: 24s947ms
[2019-06-23 17:16:26,970][INFO]: ResNet34 | epoch:21/100 | tol_epoch:21 | loss:0.0625 | acc: 99.7% | val_loss:1.5103 | val_acc:95.7540% | lr:0.007047 | time: 25s86ms
[2019-06-23 17:16:51,996][INFO]: ResNet34 | epoch:22/100 | tol_epoch:22 | loss:0.0107 | acc:100.0% | val_loss:1.5614 | val_acc:95.5952% | lr:0.006805 | time: 25s25ms
[2019-06-23 17:17:17,063][INFO]: ResNet34 | epoch:23/100 | tol_epoch:23 | loss:0.0115 | acc: 99.9% | val_loss:1.5739 | val_acc:95.5556% | lr:0.006558 | time: 25s65ms
[2019-06-23 17:17:42,143][INFO]: ResNet34 | epoch:24/100 | tol_epoch:24 | loss:0.0086 | acc:100.0% | val_loss:1.6322 | val_acc:95.3968% | lr:0.006307 | time: 25s78ms
[2019-06-23 17:18:07,200][INFO]: ResNet34 | epoch:25/100 | tol_epoch:25 | loss:0.0056 | acc:100.0% | val_loss:1.5937 | val_acc:95.4365% | lr:0.006053 | time: 25s55ms
[2019-06-23 17:18:32,580][INFO]: ResNet34 | epoch:26/100 | tol_epoch:26 | loss:0.0041 | acc:100.0% | val_loss:1.5257 | val_acc:95.6746% | lr:0.005795 | time: 25s77ms
[2019-06-23 17:18:57,386][INFO]: ResNet34 | epoch:27/100 | tol_epoch:27 | loss:0.0030 | acc:100.0% | val_loss:1.5954 | val_acc:95.5556% | lr:0.005536 | time: 24s804ms
[2019-06-23 17:19:22,320][INFO]: ResNet34 | epoch:28/100 | tol_epoch:28 | loss:0.0041 | acc:100.0% | val_loss:1.6202 | val_acc:95.3968% | lr:0.005275 | time: 24s933ms
[2019-06-23 17:19:47,303][INFO]: ResNet34 | epoch:29/100 | tol_epoch:29 | loss:0.0026 | acc:100.0% | val_loss:1.4647 | val_acc:95.8730% | lr:0.005013 | time: 24s980ms
[2019-06-23 17:20:12,183][INFO]: ResNet34 | epoch:30/100 | tol_epoch:30 | loss:0.0023 | acc:100.0% | val_loss:1.4517 | val_acc:95.9524% | lr:0.004751 | time: 24s879ms
